old.area.rank,code.ministry,code.smis,code.percode,name.th,name.en,principal,class,network,village,tambon,amphoe,province,postcode,email,website,administration,tel,fax,est,dist.toarea,dist.toamphoe,size,electricity,number.teachers,number.students,number.classrooms,updated,old.area.code,province.code,new.area.code,region,province.name,new.area.name,count.principal,count.viceprincipal,count.teacher,count.assistant,count.empperm,count.staff,count.emptemp,sum.execs,sum.teachers,time.staffdataretrieved
28,1044410615,44022012,410615,พยัคฆภูมิวิทยาคาร,Phayakkaphumwittayakarn,นายประสิทธิ์ ชาญศิริ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 16 330 หมู่บ้านโนนเขวาคำ,ปะหลาน,พยัคฆภูมิพิสัย,มหาสารคาม,44110,payak49@hotmail.com,www.payak.ac.th,พยัคฆภูมิพิสัย,0-4379-1427,043790360,29 กรกฎาคม 2511,80.0,1.0,x,y,135,2686,76,20 เมษายน 2564 เวลา 14:51:19 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,3,108,8,0,1,0,4,116,2021-07-09 04:07:47.298855
29,1044410618,44022015,410618,วาปีปทุม,wapipathum school,ดร.มณูญ เพชรมีแก้ว,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 25 บ้านเมืองใหม่,หนองแสง,วาปีปทุม,มหาสารคาม,44120,mailt@wpt.ac.th,www.wpt.ac.th,วาปีปทุม,0-4379-9372,043799372,17 พ.ค.97,40.0,1.0,x,y,184,3012,83,29 พฤษภาคม 2561 เวลา 20:11:06 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,3,136,16,2,1,25,4,152,2021-07-09 04:07:47.929866
30,1044410621,44022018,410621,ดงใหญ่วิทยาคม รัชมังคลาภิเษก,Dongyaiwitthayakhom Ratchamankhalabhisek,ดร.ปรีชา การสอาด,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ดงใหญ่,ดงใหญ่,วาปีปทุม,มหาสารคาม,44120,dongyaiwit@hotmail.com,www.dongyaiwit.ac.th,ดงใหญ่,0-4375-0368,0-4375-0369,07/01/2531,40.0,12.0,m,y,30,340,13,29 ตุลาคม 2563 เวลา 15:09:42 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,23,0,0,2,4,1,23,2021-07-09 04:07:48.526569
31,1044410623,44022020,410623,ประชาพัฒนา,prachapatana,นายเหรียญชัย ม่วงคลา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านหนองอิหมัน,ประชาพัฒนา,วาปีปทุม,มหาสารคาม,44120,pp_school@hotmail.com,WWW.PRACHAPAT.ac.th,ประชาพัฒนา,0-4370-6046,043706047,16 สิงหาคม พ.ศ.2534,50.0,7.0,m,y,30,179,12,29 มิถุนายน 2563 เวลา 11:44:53 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,25,0,1,2,1,1,25,2021-07-09 04:07:49.082236
32,1044410626,44022023,410626,นาดูนประชาสรรพ์,Nadoonprachasan School,ดร.ไพทูล พรมมากุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 จัมปาศรี,นาดูน,นาดูน,มหาสารคาม,44180,ndps.ac.th@gmail.com,www.ndps.ac.th,นาดูน,0-4379-7074,0-4379-7090,17 มกราคม 2518,60.0,0.6,l,y,65,1173,33,02 ธันวาคม 2563 เวลา 16:11:24 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,2,52,0,1,4,5,3,52,2021-07-09 04:07:49.648837
33,1044410627,44022024,410627,ดงบังพิสัยนวการนุสรณ์,dongbungpisainawakarnnusorn,นายเอกลักษณ์ บุญท้าว,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านดงบัง,ดงบัง,นาดูน,มหาสารคาม,44180,dbschool09@hotmail.com,http://www.dbps.ac.th/,องค์การบริหารส่วนตำบลดงบัง,0-4399-3065,043993079,01/05/2534,70.0,15.0,m,y,34,331,16,30 มิถุนายน 2562 เวลา 10:16:38 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,1,23,0,4,2,3,2,23,2021-07-09 04:07:50.237235
34,1044410629,44022026,410629,นาภูพิทยาคม,Naphoopittayakhom,นายเชาว์วัศ ปัดสำราญ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 15 บ้านเหล่าเม็ก,นาภู,ยางสีสุราช,มหาสารคาม,44210,,www.npp.ac.th,อบต.นาภู,0-4399-2649,043992649,22 มีนาคม 2520,90.0,6.0,m,y,35,361,13,30 พฤษภาคม 2559 เวลา 10:29:29 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,2,1,25,0,0,3,4,3,25,2021-07-09 04:07:50.817126
35,1044410630,44022027,410630,มัธยมยางสีสุราช,Mattayomyangsisurat School,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านโนนแร่,บ้านกู่,ยางสีสุราช,มหาสารคาม,44210,niwatsarabun@gmail.com,www.mys.ac.th,บ้านกู่,043706529,043706529,30 เมษายน 2539,85.4,6.0,l,y,43,520,18,21 มิถุนายน 2562 เวลา 11:16:27 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,0,0,30,3,1,5,5,0,33,2021-07-09 04:07:51.375950
1,1045450819,45012001,450819,ธวัชบุรีวิทยาคม,Thawatburi wittayacom,นายแสงศิลป์ วิไลลักษณ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 14,นิเวศน์,ธวัชบุรี,ร้อยเอ็ด,45050,twkse27@gmail.com,-,,043569113,043569372,16-03-2516,10.0,1.0,l,y,41,692,24,27 มิถุนายน 2561 เวลา 09:14:37 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,2,31,2,1,0,4,3,33,2021-07-09 04:07:51.978122
2,1045450816,45012002,450816,จตุรพักตรพิมานรัชดาภิเษก,chaturaphukphimanratchadapisek,นายเฉลิมชัย หรสิทธิ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4,หัวช้าง,จตุรพักตรพิมาน,ร้อยเอ็ด,45180,ratchadapisek_chatu@hotmail.com,www.cpr.ac.th,,043-5611049,043-5611049,09-06-2514,26.0,1.0,l,y,121,1846,54,22 ธันวาคม 2563 เวลา 08:48:19 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,4,87,4,0,7,18,5,91,2021-07-09 04:07:52.640822
3,1045450817,45012003,450817,โคกล่ามพิทยาคม,khoklarmpittayakhom,นายสายัณห์ ศรีมงคล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 โคกล่าม,โคกล่าม,จตุรพักตรพิมาน,ร้อยเอ็ด,45180,admin@klp.ac.th,www.klp.ac.th,,043650718,,09-03-2522,25.0,6.0,m,y,31,441,16,05 มกราคม 2564 เวลา 15:35:46 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,0,20,3,0,0,7,1,23,2021-07-09 04:07:53.242514
4,1045450820,45012004,450820,ธงธานี,Thongthanee,นายสุบิน แสงสระคู,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บ้านธวัชบุรี,ธงธานี,ธวัชบุรี,ร้อยเอ็ด,45170,ttn101@gmail.com,http://www.ttn.ac.th,เทศบาลตำบลธงธานี,043631071,-,20-06-2520,21.0,15.0,m,y,30,438,17,27 มิถุนายน 2561 เวลา 09:43:45 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,1,22,4,0,0,2,2,26,2021-07-09 04:07:53.799386
5,1045450805,45012005,450805,สตรีศึกษา,Strisuksa,นายเทิดทูน สุจารี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45010,strisuksa@gmail.com,www.strisuksa.ac.th,,043-511410,043-528092,09-06-2460,0.7,0.5,x,y,259,3631,98,19 มิถุนายน 2562 เวลา 08:02:25 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,4,161,9,4,2,75,5,170,2021-07-09 04:07:54.452594
6,1045450818,45012006,450818,ดู่น้อยประชาสรรค์,Dunoiprachasan,นายสุพรรณ พรรณเกตุ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 6 หนองผง,อีง่อง,จตุรพักตรพิมาน,ร้อยเอ็ด,45180,admin@dupracha.ac.th,www.dupracha.ac.th,-,043611140,-,16-05-2528,45.0,17.0,m,y,22,163,8,19 มิถุนายน 2562 เวลา 09:29:47 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,0,18,0,0,0,3,1,18,2021-07-09 04:07:55.042712
7,1045450806,45012007,450806,เตรียมอุดมศึกษาพัฒนาการ ร้อยเอ็ด,Triam Udomsuksa Pattanakan Roiet,ว่าที่ร้อยตรีพรเทพ โพธิ์พันธ์ุ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 15 พลาญชัย,หนองแวง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,info@tup101.ac.th,www.tup101.ac.th,,043624180,043624180,09-03-2522,8.0,7.0,l,y,46,759,27,28 ตุลาคม 2563 เวลา 09:31:23 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,2,31,8,2,1,1,3,39,2021-07-09 04:07:55.609368
8,1045450822,45012008,450822,ศรีธวัชวิทยาลัย,sritawatwitthayalai,นางดวงจันทร์ ยวงสุวรรณ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 บ้านจอมพล,นิเวศน์,ธวัชบุรี,ร้อยเอ็ด,45050,srithawat@hotmail.com,srithawat.ac.th,,043569255,043569256,23-03-2537,10.0,1.0,s,y,23,119,7,20 ตุลาคม 2563 เวลา 13:18:03 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,0,17,0,2,0,3,1,17,2021-07-09 04:07:56.214229
9,1045450807,45012009,450807,ขัติยะวงษา,KHATTIYAWONGSA,นายสันติรัฐ ไชยโย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 17 ไทยอุดม,เหนือเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45010,sirilak.ks@gmail.com,khattiya.ac.th,อบต เหนือเมือง,043512950,043518959,02-03-2527,2.0,2.0,l,y,50,698,23,22 ตุลาคม 2563 เวลา 09:38:44 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,2,36,1,3,0,6,3,37,2021-07-09 04:07:56.778716
10,1045450808,45012010,450808,สตรีศึกษา 2,SATRISUKSA2,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 แมต,สะอาดสมบูรณ์,เมืองร้อยเอ็ด,ร้อยเอ็ด,45010,str2_roiet@hotmail.com,http://school.obec.go.th/str2,อบต.สะอาดสมบูรณ์,043651623,-,19-01-2537,12.0,12.0,m,y,17,165,9,28 ตุลาคม 2563 เวลา 13:16:05 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,0,0,16,0,0,0,2,0,16,2021-07-09 04:07:57.342131
11,1045450860,45012012,450860,ศรีสมเด็จพิมพ์พัฒนาวิทยา,SREESOMDEJPIMPATTANAWITTAYA,นายพัชรินทร์ หยาดไธสง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 พิมพ์พัฒนา,ศรีสมเด็จ,ศรีสมเด็จ,ร้อยเอ็ด,45160,Pimpattanawittaya101@gmail.com,pimpat101.ac.th,,043508150,043508150,14-03-2518,23.0,2.0,l,y,60,809,30,21 มิถุนายน 2562 เวลา 14:11:32 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,0,44,1,0,2,12,1,45,2021-07-09 04:07:57.948349
12,1045450861,45012013,450861,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ร้อยเอ็ด,Srinakarindra the Princess Mother School Roi-Et,นายสุนทร สีหานาม,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 -,โพธิ์สัย,ศรีสมเด็จ,ร้อยเอ็ด,45280,swroiet@gmail.com,www.sw101.ac.th,-,043-039834,043-039834,25-05-2539,25.0,15.0,m,y,50,326,20,27 มิถุนายน 2562 เวลา 23:39:02 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,1,35,0,1,0,12,2,35,2021-07-09 04:07:58.547708
13,1045450862,45012014,450862,ม่วงลาดวิทยาคาร,Muangladwittayakhan,นายปรีชา ภูมิผักแว่น,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ่านท่าลาด,ม่วงลาด,จังหาร,ร้อยเอ็ด,45170,muangladwit@gmail.com,,,043656552,,20-04-2519,25.0,13.0,m,y,22,150,12,28 มิถุนายน 2562 เวลา 16:10:16 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,0,19,0,0,0,2,1,19,2021-07-09 04:07:59.118857
14,1045450863,45012015,450863,จังหารฐิตวิริยาประชาสรรค์,janghanthitawiriyaprachason,นางสาวประไพ ส่งเสริมสกุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านตลาดค้อ,จังหาร,จังหาร,ร้อยเอ็ด,45000,-,www.janghan.ac.th,เทศบาลตำบลจังหาร,043507137,-,18-06-2528,12.0,1.0,m,y,30,351,16,07 มิถุนายน 2561 เวลา 14:12:02 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,1,19,0,3,0,6,2,19,2021-07-09 04:07:59.716387
15,1045450864,45012016,450864,เชียงขวัญพิทยาคม,Chiangkhwanpittayakom,นายทิวา วรโยธา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 บ้านแมต,เชียงขวัญ,เชียงขวัญ,ร้อยเอ็ด,45000,chiangkwan@hotmal.com,http://chkp.net/,เทศบาลตำบลเชียงขวัญ,043509092,043509092,09-03-2525,18.0,5.0,m,y,30,337,14,28 มิถุนายน 2562 เวลา 15:00:22 น.,27,45,42,I,ร้อยเอ็ด,ร้อยเอ็ด,1,0,16,1,2,0,9,1,17,2021-07-09 04:08:00.317007
